run_id,ticker,horizon,rho_train,rho_test
20260304T034058Z,ADM,10,0.30006144246895455,-0.002281715021686047
20260304T034058Z,ADM,21,0.3225923250530275,-0.18001753540079365
20260304T034058Z,ADM,31,0.3136857498569487,-0.2915214004597635
20260304T034058Z,ADM,42,0.29157375061127944,-0.26932583741813976
20260304T034058Z,ADP,10,0.4586956025678599,0.053522155519613646
20260304T034058Z,ADP,21,0.5330112130435949,0.14812271803449703
20260304T034058Z,ADP,31,0.5367522776446605,0.0891302424989989
20260304T034058Z,ADP,42,0.5024238193010705,0.03422782654646456
20260304T034058Z,ADSK,10,0.45240964786619653,0.08335107209583167
20260304T034058Z,ADSK,21,0.3952725641257557,-0.04661175135837846
20260304T034058Z,ADSK,31,0.33952168344539013,-0.0987676478275622
20260304T034058Z,ADSK,42,0.29356313754620705,-0.06566931880600502
20260304T034058Z,AEE,10,0.4487565193865462,-0.018597541464927696
20260304T034058Z,AEE,21,0.4298277222796755,-0.03167038375989976
20260304T034058Z,AEE,31,0.40113582719404905,-0.07215627749000109
20260304T034058Z,AEE,42,0.3670582472297303,-0.030602959144720034
20260304T034058Z,AEP,10,0.5060434025899215,-0.005815349233980794
20260304T034058Z,AEP,21,0.5159236898764944,-0.027031361475326296
20260304T034058Z,AEP,31,0.5017309205350118,-0.12579504902567795
20260304T034058Z,AEP,42,0.4613431961205223,-0.033556619291854585
20260304T034058Z,AES,10,0.567411747299523,-0.13196547936764566
20260304T034058Z,AES,21,0.5968982211199941,-0.07199170248865387
20260304T034058Z,AES,31,0.5699201147986553,-0.08792297412261163
20260304T034058Z,AES,42,0.5278974196128118,0.037722981088364825
20260304T034058Z,AFL,10,0.5203487088826798,-0.10478947613078918
20260304T034058Z,AFL,21,0.5268194069857769,-0.13206967151687382
20260304T034058Z,AFL,31,0.5094568745082612,-0.12229353652280334
20260304T034058Z,AFL,42,0.48476650377194147,-0.09640878001769863
20260304T034058Z,AIG,10,0.5333944708507905,0.12760964778340578
20260304T034058Z,AIG,21,0.5003486248883962,0.17885528516699942
20260304T034058Z,AIG,31,0.4725909604999642,0.15589184599327455
20260304T034058Z,AIG,42,0.45157052847214524,0.14369937924211038
20260304T034058Z,AIZ,10,0.41806692507625626,0.22161939962649413
20260304T034058Z,AIZ,21,0.43909538206418314,0.23725771446728658
20260304T034058Z,AIZ,31,0.4172943973070596,0.27125906818243956
20260304T034058Z,AIZ,42,0.4145540695425636,0.2695699790149794
20260304T034058Z,AJG,10,0.4004385938623358,-0.04791755215717125
20260304T034058Z,AJG,21,0.4347977565066184,-0.05756023789396692
20260304T034058Z,AJG,31,0.44861736463772256,-0.07005421209133877
20260304T034058Z,AJG,42,0.4343524360362323,-0.06778749282326225
20260304T034058Z,AKAM,10,0.331682452112888,0.11335869649127231
20260304T034058Z,AKAM,21,0.1750999078458415,0.08398877078124906
20260304T034058Z,AKAM,31,0.13618891263142838,0.02813464411555168
20260304T034058Z,AKAM,42,0.17291530241574316,-0.022413185957926362
20260304T034058Z,ALB,10,0.2878847922686173,0.3103707188727201
20260304T034058Z,ALB,21,0.29921814011963943,0.26025423119120844
20260304T034058Z,ALB,31,0.24755726521708027,0.2272264991146913
20260304T034058Z,ALB,42,0.24520224845098476,0.18956712355480418
20260304T034058Z,ALGN,10,0.3534555473779481,-0.049463438787565726
20260304T034058Z,ALGN,21,0.3023163912041855,-0.05151666396877642
20260304T034058Z,ALGN,31,0.29378370645876545,-0.09436023781916546
20260304T034058Z,ALGN,42,0.26173795664893,-0.1088415232661241
20260304T034058Z,ALL,10,0.4825508751108997,0.20481684599521346
20260304T034058Z,ALL,21,0.5095685888782884,0.09488704832820734
20260304T034058Z,ALL,31,0.46937333479364857,0.1164927945038492
20260304T034058Z,ALL,42,0.4333199131407704,0.1383490477954411
20260304T034058Z,ALLE,10,0.5079429454676267,0.41192577048183393
20260304T034058Z,ALLE,21,0.5104807573818644,0.575508552312092
20260304T034058Z,ALLE,31,0.5043499772012016,0.6260618477783657
20260304T034058Z,ALLE,42,0.5011795924446516,0.6555528035961387
